complaint_id,category,department,priority,district,urban,submission_date,day_of_week,officer_experience,workload_at_submission,complaint_length,resubmission,sla_threshold_days,resolution_days,sla_violated,escalated,status,risk_score
KL2023-01463,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2024-05-15,2,17,60,209,0,10,8,0,0,Resolved,31
KL2023-01464,Water Supply,Kerala Water Authority,Medium,Thiruvananthapuram,1,2024-02-21,2,14,15,357,0,10,6,0,0,Resolved,18
KL2023-01465,Healthcare,Health Department,High,Palakkad,0,2022-12-26,0,9,53,524,0,5,4,0,0,Resolved,40
KL2023-01466,Revenue,Revenue Department,Critical,Thrissur,1,2023-08-04,4,13,76,670,1,2,4,1,1,Closed,71
KL2023-01467,Public Works,PWD,Critical,Pathanamthitta,0,2024-08-19,0,7,24,244,0,2,1,0,0,Resolved,60
KL2023-01468,Housing,Housing Board,Critical,Thiruvananthapuram,1,2024-10-22,1,12,67,464,0,2,5,1,1,Closed,66
KL2023-01469,Social Security,Social Welfare,Medium,Wayanad,0,2024-02-04,6,13,67,365,0,10,15,1,1,Closed,46
KL2023-01470,Education,Education Department,Low,Ernakulam,1,2022-03-21,0,4,54,629,1,15,21,1,0,Resolved,59
KL2023-01471,Social Security,Social Welfare,High,Kottayam,0,2023-12-15,4,17,67,700,0,5,7,1,1,Closed,44
KL2023-01472,Housing,Housing Board,Medium,Kozhikode,1,2024-02-29,3,14,36,298,1,10,14,1,1,Closed,54
KL2023-01473,Public Works,PWD,Low,Kozhikode,1,2022-02-27,6,5,38,669,0,15,29,1,1,Closed,60
KL2023-01474,Healthcare,Health Department,High,Kottayam,0,2023-05-22,0,20,79,728,0,5,3,0,0,Resolved,36
KL2023-01475,Healthcare,Health Department,High,Thiruvananthapuram,1,2022-08-28,6,3,54,457,0,5,5,0,0,Resolved,48
KL2023-01476,Education,Education Department,High,Palakkad,0,2023-01-22,6,14,26,487,0,5,1,0,0,Resolved,29
KL2023-01477,Revenue,Revenue Department,Medium,Wayanad,1,2023-09-11,0,17,73,724,0,10,10,0,0,Resolved,47
KL2023-01478,Social Security,Social Welfare,Medium,Malappuram,0,2023-09-23,5,14,16,161,0,10,11,1,1,Closed,26
KL2023-01479,Public Works,PWD,Low,Kasaragod,1,2022-10-20,3,9,31,457,1,15,28,1,1,Closed,62
KL2023-01480,Housing,Housing Board,Low,Pathanamthitta,1,2024-10-04,4,1,17,121,0,15,25,1,1,Closed,53
KL2023-01481,Social Security,Social Welfare,Medium,Palakkad,0,2024-05-03,4,10,60,224,0,10,11,1,0,Resolved,47
KL2023-01482,Healthcare,Health Department,Low,Wayanad,1,2022-10-03,0,7,67,236,0,15,12,0,0,Resolved,45
KL2023-01483,Education,Education Department,Medium,Thrissur,0,2023-03-12,6,6,30,110,0,10,10,0,0,Resolved,37
KL2023-01484,Healthcare,Health Department,Low,Kannur,0,2023-01-28,5,9,57,501,0,15,17,1,1,Closed,38
KL2023-01485,Education,Education Department,Low,Kasaragod,1,2022-12-07,2,3,42,137,0,15,19,1,1,Closed,46
KL2023-01486,Revenue,Revenue Department,Low,Kollam,1,2023-12-02,5,1,79,290,0,15,34,1,1,Closed,69
KL2023-01487,Education,Education Department,Medium,Thiruvananthapuram,0,2022-05-06,4,9,5,731,0,10,7,0,0,Resolved,24
KL2023-01488,Housing,Housing Board,Medium,Kollam,1,2023-03-09,3,17,5,434,1,10,9,0,0,Resolved,39
KL2023-01489,Revenue,Revenue Department,Medium,Thrissur,1,2024-08-27,1,11,59,394,0,10,12,1,1,Closed,49
KL2023-01490,Public Works,PWD,Medium,Idukki,1,2023-05-06,5,12,56,437,0,10,17,1,1,Closed,58
KL2023-01491,Public Works,PWD,Medium,Kasaragod,0,2023-11-08,2,4,5,517,0,10,14,1,1,Closed,48
KL2023-01492,Social Security,Social Welfare,High,Wayanad,0,2022-10-12,2,1,20,593,0,5,3,0,0,Resolved,46
KL2023-01493,Revenue,Revenue Department,Critical,Wayanad,0,2023-05-25,3,12,62,683,1,2,4,1,1,Closed,67
KL2023-01494,Water Supply,Kerala Water Authority,Medium,Palakkad,0,2024-04-26,4,7,5,703,0,10,9,0,0,Resolved,23
KL2023-01495,Public Works,PWD,Medium,Thiruvananthapuram,1,2024-01-08,0,2,46,744,0,10,19,1,1,Closed,66
KL2023-01496,Water Supply,Kerala Water Authority,Medium,Ernakulam,0,2022-06-16,3,12,59,537,0,10,11,1,1,Closed,37
KL2023-01497,Education,Education Department,High,Wayanad,1,2024-02-28,2,10,29,779,0,5,4,0,0,Resolved,35
KL2023-01498,Healthcare,Health Department,Medium,Kasaragod,1,2024-12-01,6,19,69,82,0,10,4,0,0,Resolved,30
KL2023-01499,Healthcare,Health Department,Medium,Thrissur,0,2022-06-28,1,10,75,528,1,10,12,1,0,Resolved,54
KL2023-01500,Water Supply,Kerala Water Authority,Medium,Kollam,1,2024-09-14,5,18,35,299,0,10,9,0,0,Resolved,21
KL2023-01501,Sanitation,Municipality,Low,Pathanamthitta,1,2022-07-03,6,4,60,782,0,15,17,1,0,Resolved,48
KL2023-01502,Public Works,PWD,Medium,Ernakulam,1,2023-07-29,5,8,37,731,0,10,16,1,1,Closed,55
KL2023-01503,Education,Education Department,High,Kozhikode,1,2022-10-06,3,18,67,142,0,5,3,0,0,Resolved,39
KL2023-01504,Public Works,PWD,Low,Kasaragod,0,2023-04-04,1,19,13,709,0,15,13,0,0,Resolved,33
KL2023-01505,Public Works,PWD,Critical,Ernakulam,0,2024-02-21,2,18,60,288,0,2,5,1,0,Resolved,60
KL2023-01506,Education,Education Department,Critical,Kottayam,1,2022-06-29,2,4,16,398,1,2,4,1,1,Closed,53
KL2023-01507,Sanitation,Municipality,High,Wayanad,1,2022-08-26,4,19,52,180,0,5,1,0,0,Resolved,29
KL2023-01508,Public Works,PWD,Low,Ernakulam,0,2022-01-04,1,10,12,654,0,15,19,1,1,Closed,44
KL2023-01509,Social Security,Social Welfare,Medium,Ernakulam,1,2023-10-17,1,12,21,582,0,10,7,0,0,Resolved,30
KL2023-01510,Sanitation,Municipality,Medium,Kollam,1,2024-03-20,2,1,73,521,1,10,16,1,0,Resolved,66
KL2023-01511,Revenue,Revenue Department,Medium,Kasaragod,1,2023-03-25,5,16,63,200,0,10,13,1,1,Closed,44
KL2023-01512,Healthcare,Health Department,Medium,Wayanad,0,2022-03-12,5,20,45,366,0,10,4,0,0,Resolved,20
KL2023-01513,Education,Education Department,Low,Kottayam,1,2024-09-06,4,7,68,348,0,15,22,1,1,Closed,50
KL2023-01514,Social Security,Social Welfare,Low,Thiruvananthapuram,0,2023-11-14,1,5,31,800,0,15,17,1,1,Closed,43
KL2023-01515,Sanitation,Municipality,Critical,Wayanad,1,2022-04-18,0,6,67,794,0,2,3,1,1,Closed,56
KL2023-01516,Healthcare,Health Department,Critical,Thiruvananthapuram,1,2024-03-14,3,11,59,744,0,2,4,1,1,Closed,45
KL2023-01517,Public Works,PWD,Medium,Kannur,1,2024-03-12,1,13,14,590,0,10,12,1,1,Closed,41
KL2023-01518,Revenue,Revenue Department,Medium,Wayanad,0,2023-02-04,5,18,55,149,0,10,9,0,0,Resolved,39
KL2023-01519,Healthcare,Health Department,Low,Idukki,1,2022-04-21,3,10,63,720,0,15,13,0,0,Resolved,39
KL2023-01520,Healthcare,Health Department,High,Malappuram,0,2022-10-09,6,15,66,348,0,5,1,0,0,Resolved,37
KL2023-01521,Healthcare,Health Department,Medium,Alappuzha,1,2023-03-23,3,7,6,420,0,10,6,0,0,Resolved,22
KL2023-01522,Education,Education Department,Low,Kozhikode,1,2022-10-30,6,13,59,745,0,15,15,0,0,Resolved,40
KL2023-01523,Healthcare,Health Department,Low,Thiruvananthapuram,1,2022-07-16,5,12,65,233,0,15,16,1,1,Closed,38
KL2023-01524,Education,Education Department,Critical,Palakkad,1,2023-11-25,5,19,60,202,1,2,5,1,1,Closed,50
KL2023-01525,Social Security,Social Welfare,Low,Alappuzha,1,2022-03-11,4,4,35,456,0,15,20,1,1,Closed,45
KL2023-01526,Healthcare,Health Department,Low,Kozhikode,1,2024-02-08,3,3,64,715,1,15,23,1,1,Closed,59
KL2023-01527,Water Supply,Kerala Water Authority,Critical,Idukki,0,2022-01-24,0,4,19,134,0,2,3,1,0,Resolved,40
KL2023-01528,Sanitation,Municipality,Low,Thiruvananthapuram,1,2024-09-09,0,9,17,657,0,15,10,0,0,Resolved,25
KL2023-01529,Healthcare,Health Department,Low,Ernakulam,0,2024-09-18,2,14,43,635,1,15,13,0,0,Resolved,37
KL2023-01530,Healthcare,Health Department,Critical,Kollam,0,2023-10-29,6,3,73,239,1,2,7,1,1,Closed,70
KL2023-01531,Housing,Housing Board,Low,Ernakulam,1,2024-12-21,5,16,13,581,0,15,15,0,0,In Progress,33
KL2023-01532,Education,Education Department,Medium,Kannur,1,2023-03-01,2,4,28,663,0,10,13,1,1,Closed,39
KL2023-01533,Housing,Housing Board,Critical,Palakkad,1,2024-07-04,3,11,20,90,0,2,2,0,0,Resolved,50
KL2023-01534,Healthcare,Health Department,Medium,Malappuram,0,2023-02-27,0,6,16,625,0,10,6,0,0,Resolved,27
KL2023-01535,Revenue,Revenue Department,Medium,Kasaragod,1,2022-03-13,6,3,20,568,0,10,12,1,0,Resolved,45
KL2023-01536,Healthcare,Health Department,Low,Ernakulam,1,2022-01-01,5,8,43,97,0,15,18,1,1,Closed,34
KL2023-01537,Revenue,Revenue Department,Low,Kozhikode,0,2024-12-29,6,15,22,640,0,15,12,0,0,In Progress,30
KL2023-01538,Water Supply,Kerala Water Authority,Medium,Wayanad,1,2023-10-03,1,17,50,670,0,10,8,0,0,Resolved,28
KL2023-01539,Sanitation,Municipality,Medium,Wayanad,1,2022-07-22,4,2,35,87,0,10,12,1,0,Resolved,41
KL2023-01540,Revenue,Revenue Department,Low,Kasaragod,1,2023-03-17,4,5,75,271,0,15,28,1,1,Closed,63
KL2023-01541,Revenue,Revenue Department,High,Pathanamthitta,1,2024-05-14,1,3,75,311,1,5,11,1,0,Resolved,78
KL2023-01542,Healthcare,Health Department,Medium,Ernakulam,0,2024-07-23,1,3,37,742,0,10,9,0,0,Resolved,38
KL2023-01543,Social Security,Social Welfare,Low,Wayanad,1,2022-10-21,4,18,31,122,0,15,10,0,0,Resolved,26
KL2023-01544,Revenue,Revenue Department,High,Kozhikode,0,2023-01-30,0,12,77,723,0,5,4,0,0,Resolved,58
KL2023-01545,Healthcare,Health Department,Low,Ernakulam,1,2022-11-11,4,11,60,438,0,15,16,1,0,Resolved,37
KL2023-01546,Sanitation,Municipality,Medium,Kollam,1,2023-07-08,5,4,73,162,0,10,19,1,1,Closed,52
KL2023-01547,Social Security,Social Welfare,Medium,Kollam,0,2023-11-06,0,3,51,391,0,10,16,1,1,Closed,53
KL2023-01548,Healthcare,Health Department,Medium,Kasaragod,1,2023-04-08,5,9,6,150,1,10,9,0,0,Resolved,29
KL2023-01549,Social Security,Social Welfare,Low,Alappuzha,0,2024-02-15,3,4,20,229,0,15,16,1,1,Closed,40
KL2023-01550,Revenue,Revenue Department,Medium,Malappuram,1,2024-09-29,6,4,72,407,0,10,20,1,1,Closed,63
KL2023-01551,Revenue,Revenue Department,Low,Palakkad,1,2023-07-10,0,20,17,99,0,15,13,0,0,Resolved,22
KL2023-01552,Healthcare,Health Department,Low,Idukki,1,2024-03-08,4,6,49,744,1,15,17,1,1,Closed,49
KL2023-01553,Social Security,Social Welfare,Medium,Thrissur,0,2022-09-19,0,9,6,753,0,10,9,0,0,Resolved,28
KL2023-01554,Healthcare,Health Department,Medium,Kozhikode,0,2022-09-16,4,5,53,631,0,10,9,0,0,Resolved,42
KL2023-01555,Revenue,Revenue Department,Critical,Thiruvananthapuram,0,2024-01-29,0,8,58,773,0,2,6,1,1,Closed,61
KL2023-01556,Water Supply,Kerala Water Authority,High,Idukki,1,2024-08-17,5,17,41,332,0,5,4,0,0,Resolved,27
KL2023-01557,Social Security,Social Welfare,Low,Palakkad,1,2023-04-14,4,10,16,362,0,15,14,0,0,Resolved,31
KL2023-01558,Social Security,Social Welfare,High,Kannur,1,2023-10-03,1,3,15,128,0,5,7,1,1,Closed,42
KL2023-01559,Education,Education Department,Medium,Pathanamthitta,0,2022-04-28,3,3,41,617,0,10,9,0,0,Resolved,45
KL2023-01560,Water Supply,Kerala Water Authority,Medium,Kannur,0,2022-01-22,5,14,70,798,0,10,9,0,0,Resolved,39
KL2023-01561,Healthcare,Health Department,Medium,Thrissur,0,2024-10-16,2,17,73,764,0,10,9,0,0,Resolved,34
KL2023-01562,Education,Education Department,High,Ernakulam,1,2022-01-29,5,20,29,57,0,5,4,0,0,Resolved,23
KL2023-01563,Social Security,Social Welfare,Low,Wayanad,0,2024-12-30,0,12,36,727,0,15,14,0,0,In Progress,36
KL2023-01564,Housing,Housing Board,Low,Malappuram,1,2024-07-07,6,6,72,280,0,15,33,1,0,Resolved,67
KL2023-01565,Public Works,PWD,Medium,Kasaragod,1,2022-10-01,5,17,50,102,0,10,18,1,1,Closed,49
KL2023-01566,Social Security,Social Welfare,Low,Pathanamthitta,0,2024-02-04,6,4,48,745,1,15,25,1,0,Resolved,60
KL2023-01567,Education,Education Department,Medium,Kottayam,0,2023-09-05,1,16,42,321,0,10,9,0,0,Resolved,29
KL2023-01568,Sanitation,Municipality,Low,Thiruvananthapuram,0,2024-03-17,6,7,44,708,0,15,12,0,0,Resolved,38
KL2023-01569,Housing,Housing Board,Medium,Thrissur,1,2024-09-26,3,2,50,56,1,10,23,1,1,Closed,74
KL2023-01570,Public Works,PWD,Medium,Kottayam,0,2023-12-26,1,4,5,408,1,10,18,1,1,Closed,58
KL2023-01571,Healthcare,Health Department,Medium,Ernakulam,0,2023-12-28,3,1,17,491,0,10,8,0,0,Resolved,33
KL2023-01572,Water Supply,Kerala Water Authority,High,Alappuzha,1,2022-06-23,3,17,70,207,1,5,2,0,0,Resolved,48
KL2023-01573,Social Security,Social Welfare,Medium,Kollam,0,2024-09-25,2,1,24,722,1,10,16,1,0,Resolved,55
KL2023-01574,Water Supply,Kerala Water Authority,High,Ernakulam,0,2024-02-06,1,10,51,488,1,5,4,0,0,Resolved,50
KL2023-01575,Healthcare,Health Department,Low,Palakkad,0,2023-07-06,3,4,61,722,0,15,20,1,1,Closed,46
KL2023-01576,Healthcare,Health Department,Low,Pathanamthitta,0,2023-12-26,1,14,5,417,1,15,8,0,0,Resolved,23
KL2023-01577,Sanitation,Municipality,Medium,Kollam,0,2023-01-24,1,10,10,186,0,10,7,0,0,Resolved,21
KL2023-01578,Social Security,Social Welfare,Low,Ernakulam,0,2023-11-10,4,2,25,732,1,15,23,1,0,Resolved,54
KL2023-01579,Water Supply,Kerala Water Authority,Low,Kozhikode,1,2023-06-29,3,4,58,550,0,15,19,1,1,Closed,47
KL2023-01580,Healthcare,Health Department,High,Idukki,1,2024-03-29,4,17,54,184,0,5,1,0,0,Resolved,30
KL2023-01581,Education,Education Department,Medium,Kollam,1,2022-02-13,6,5,24,402,0,10,8,0,0,Resolved,36
KL2023-01582,Housing,Housing Board,Medium,Kannur,0,2023-04-30,6,2,48,489,0,10,19,1,1,Closed,63
KL2023-01583,Housing,Housing Board,Low,Ernakulam,1,2024-09-10,1,10,41,547,0,15,20,1,0,Resolved,51
KL2023-01584,Social Security,Social Welfare,Low,Alappuzha,0,2022-11-09,2,17,28,305,0,15,10,0,0,Resolved,26
KL2023-01585,Revenue,Revenue Department,High,Kannur,1,2022-08-24,2,9,36,732,1,5,8,1,1,Closed,56
KL2023-01586,Sanitation,Municipality,Medium,Thrissur,1,2022-07-31,6,17,28,243,0,10,7,0,0,Resolved,19
KL2023-01587,Healthcare,Health Department,Medium,Alappuzha,0,2022-09-04,6,5,56,89,0,10,14,1,0,Resolved,43
KL2023-01588,Sanitation,Municipality,Medium,Pathanamthitta,0,2024-05-23,3,1,30,143,1,10,11,1,1,Closed,50
KL2023-01589,Social Security,Social Welfare,Medium,Ernakulam,1,2024-12-11,2,10,34,277,0,10,13,1,0,Resolved,37
KL2023-01590,Water Supply,Kerala Water Authority,High,Thiruvananthapuram,1,2024-11-10,6,14,11,361,1,5,3,0,0,Resolved,30
KL2023-01591,Education,Education Department,High,Kottayam,1,2024-01-15,0,9,49,778,0,5,4,0,0,Resolved,44
KL2023-01592,Social Security,Social Welfare,Medium,Alappuzha,0,2023-10-18,2,2,28,91,0,10,10,0,0,Resolved,45
KL2023-01593,Housing,Housing Board,Critical,Thiruvananthapuram,0,2023-10-21,5,7,41,533,0,2,2,0,0,Resolved,63
KL2023-01594,Revenue,Revenue Department,Low,Malappuram,1,2022-07-26,1,14,28,308,0,15,15,0,0,Resolved,34
KL2023-01595,Water Supply,Kerala Water Authority,Medium,Idukki,1,2023-11-16,3,10,19,149,0,10,4,0,0,Resolved,25
KL2023-01596,Housing,Housing Board,Medium,Kozhikode,0,2022-09-24,5,11,51,420,0,10,14,1,1,Closed,53
KL2023-01597,Public Works,PWD,Low,Alappuzha,1,2023-07-20,3,7,79,443,0,15,32,1,0,Resolved,72
KL2023-01598,Education,Education Department,Critical,Pathanamthitta,1,2022-09-04,6,2,80,720,1,2,4,1,1,Closed,79
KL2023-01599,Sanitation,Municipality,Medium,Wayanad,1,2024-07-01,0,4,14,609,0,10,8,0,0,Resolved,30
KL2023-01600,Public Works,PWD,Low,Kottayam,0,2024-08-29,3,7,73,788,0,15,33,1,0,Resolved,70
KL2023-01601,Healthcare,Health Department,Critical,Alappuzha,1,2024-05-06,0,18,37,623,0,2,1,0,0,Resolved,28
KL2023-01602,Public Works,PWD,Medium,Idukki,1,2024-07-07,6,4,60,119,0,10,20,1,1,Closed,69
KL2023-01603,Housing,Housing Board,Critical,Pathanamthitta,0,2023-07-16,6,5,42,96,0,2,3,1,1,Closed,65
KL2023-01604,Housing,Housing Board,Medium,Kannur,0,2023-01-25,2,13,68,751,0,10,13,1,1,Closed,57
KL2023-01605,Education,Education Department,Low,Pathanamthitta,1,2024-06-15,5,17,54,625,1,15,17,1,1,Closed,43
KL2023-01606,Social Security,Social Welfare,Low,Malappuram,1,2023-07-11,1,7,28,53,1,15,15,0,0,Resolved,49
KL2023-01607,Healthcare,Health Department,Low,Malappuram,1,2023-03-23,3,19,6,575,1,15,8,0,0,Resolved,17
KL2023-01608,Water Supply,Kerala Water Authority,Medium,Palakkad,0,2024-12-11,2,9,43,275,0,10,8,0,0,Resolved,35
KL2023-01609,Revenue,Revenue Department,Medium,Wayanad,1,2023-07-04,1,18,20,225,1,10,9,0,0,Resolved,36
KL2023-01610,Sanitation,Municipality,Medium,Thiruvananthapuram,0,2024-12-28,5,8,42,90,1,10,11,1,1,Escalated,46
KL2023-01611,Revenue,Revenue Department,Low,Pathanamthitta,1,2023-07-08,5,2,36,265,0,15,26,1,1,Closed,52
KL2023-01612,Housing,Housing Board,Low,Kozhikode,1,2023-12-13,2,20,52,382,0,15,14,0,0,Resolved,42
KL2023-01613,Education,Education Department,Critical,Wayanad,0,2023-06-25,6,5,57,676,1,2,3,1,0,Resolved,67
KL2023-01614,Housing,Housing Board,Medium,Kozhikode,1,2022-01-22,5,12,33,798,0,10,13,1,1,Closed,45
KL2023-01615,Healthcare,Health Department,Critical,Kottayam,1,2022-02-02,2,18,79,158,0,2,1,0,0,Resolved,43
KL2023-01616,Social Security,Social Welfare,Low,Kozhikode,1,2023-06-12,0,20,75,261,0,15,13,0,0,Resolved,40
KL2023-01617,Water Supply,Kerala Water Authority,Low,Alappuzha,0,2023-10-27,4,9,31,645,0,15,14,0,0,Resolved,30
KL2023-01618,Social Security,Social Welfare,Medium,Pathanamthitta,1,2024-07-02,1,8,60,427,0,10,14,1,0,Resolved,50
KL2023-01619,Water Supply,Kerala Water Authority,Low,Kollam,0,2024-10-12,5,6,63,239,0,15,18,1,1,Closed,46
KL2023-01620,Healthcare,Health Department,Critical,Alappuzha,0,2024-10-01,1,6,41,71,0,2,1,0,0,Resolved,44
KL2023-01621,Revenue,Revenue Department,Critical,Pathanamthitta,0,2022-12-30,4,13,29,121,0,2,6,1,0,Resolved,43
KL2023-01622,Social Security,Social Welfare,Low,Alappuzha,1,2024-07-20,5,13,17,791,0,15,16,1,1,Closed,27
KL2023-01623,Housing,Housing Board,Medium,Malappuram,0,2022-07-24,6,13,54,71,0,10,15,1,0,Resolved,52
KL2023-01624,Housing,Housing Board,Low,Kannur,1,2022-03-31,3,5,36,135,1,15,24,1,0,Resolved,65
KL2023-01625,Housing,Housing Board,Medium,Kannur,1,2022-01-20,3,4,74,396,0,10,23,1,1,Closed,71
KL2023-01626,Education,Education Department,High,Alappuzha,0,2022-10-13,3,16,77,504,0,5,4,0,0,Resolved,46
KL2023-01627,Healthcare,Health Department,Medium,Kottayam,0,2023-11-11,5,16,24,299,0,10,8,0,0,Resolved,17
KL2023-01628,Housing,Housing Board,Low,Palakkad,1,2023-07-02,6,18,20,71,0,15,14,0,0,Resolved,33
KL2023-01629,Housing,Housing Board,Medium,Kollam,1,2023-08-31,3,4,70,475,0,10,22,1,0,Resolved,69
KL2023-01630,Sanitation,Municipality,Medium,Thiruvananthapuram,1,2023-04-10,0,14,54,200,0,10,4,0,0,Resolved,33
KL2023-01631,Public Works,PWD,Medium,Kozhikode,1,2023-08-11,4,8,54,753,0,10,15,1,1,Closed,62
KL2023-01632,Education,Education Department,Low,Thrissur,0,2022-12-14,2,4,33,154,1,15,21,1,1,Closed,51
KL2023-01633,Revenue,Revenue Department,Medium,Idukki,0,2022-06-06,0,20,47,171,0,10,7,0,0,Resolved,33
KL2023-01634,Public Works,PWD,Medium,Kollam,0,2022-03-30,2,20,24,232,0,10,9,0,0,Resolved,36
KL2023-01635,Social Security,Social Welfare,High,Palakkad,1,2023-11-17,4,20,28,745,1,5,6,1,1,Closed,36
KL2023-01636,Revenue,Revenue Department,High,Malappuram,0,2023-08-11,4,12,18,327,1,5,6,1,1,Closed,46
KL2023-01637,Public Works,PWD,Medium,Kottayam,0,2022-06-06,0,1,24,721,0,10,16,1,0,Resolved,59
KL2023-01638,Healthcare,Health Department,Low,Ernakulam,1,2024-07-03,2,16,13,165,1,15,8,0,0,Resolved,23
KL2023-01639,Social Security,Social Welfare,Medium,Wayanad,0,2023-07-25,1,5,16,380,1,10,11,1,1,Closed,47
KL2023-01640,Healthcare,Health Department,Low,Kannur,1,2024-02-28,2,12,45,556,1,15,14,0,0,Resolved,40
KL2023-01641,Social Security,Social Welfare,Medium,Thrissur,1,2024-04-27,5,20,47,191,0,10,7,0,0,Resolved,30
KL2023-01642,Sanitation,Municipality,High,Ernakulam,0,2024-05-07,1,18,68,601,0,5,2,0,0,Resolved,36
KL2023-01643,Water Supply,Kerala Water Authority,Medium,Palakkad,0,2023-04-17,0,13,15,644,1,10,8,0,0,Resolved,29
KL2023-01644,Social Security,Social Welfare,High,Palakkad,1,2023-03-26,6,3,35,420,0,5,6,1,0,Resolved,50
KL2023-01645,Housing,Housing Board,Critical,Idukki,1,2024-08-28,2,5,19,111,0,2,1,0,0,Resolved,57
KL2023-01646,Public Works,PWD,Critical,Idukki,0,2022-10-13,3,10,63,197,0,2,3,1,1,Closed,71
KL2023-01647,Social Security,Social Welfare,Medium,Alappuzha,1,2023-03-08,2,8,12,191,0,10,7,0,0,Resolved,32
KL2023-01648,Education,Education Department,High,Wayanad,0,2022-10-21,4,13,8,762,0,5,7,1,1,Closed,23
KL2023-01649,Public Works,PWD,Medium,Thiruvananthapuram,1,2022-08-06,5,19,14,538,0,10,13,1,1,Closed,33
KL2023-01650,Healthcare,Health Department,Low,Thiruvananthapuram,0,2022-10-28,4,12,23,130,1,15,10,0,0,Resolved,32
KL2023-01651,Sanitation,Municipality,High,Kollam,0,2022-01-26,2,19,58,203,0,5,5,0,0,Resolved,31
KL2023-01652,Healthcare,Health Department,Medium,Thrissur,1,2022-10-14,4,17,43,531,1,10,8,0,0,Resolved,33
KL2023-01653,Social Security,Social Welfare,Medium,Wayanad,1,2023-11-22,2,15,6,343,0,10,8,0,0,Resolved,21
KL2023-01654,Education,Education Department,Critical,Pathanamthitta,1,2022-05-03,1,2,27,565,1,2,3,1,0,Resolved,59
KL2023-01655,Social Security,Social Welfare,Medium,Kasaragod,0,2024-05-17,4,15,75,778,0,10,11,1,1,Closed,47
KL2023-01656,Revenue,Revenue Department,Medium,Wayanad,0,2023-04-11,1,14,25,328,0,10,9,0,0,Resolved,33
KL2023-01657,Education,Education Department,Medium,Palakkad,1,2024-02-13,1,5,32,460,0,10,11,1,1,Closed,39
KL2023-01658,Sanitation,Municipality,Low,Ernakulam,1,2023-01-12,3,18,14,759,0,15,6,0,0,Resolved,13
KL2023-01659,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2023-10-04,2,13,53,218,0,10,8,0,0,Resolved,34
KL2023-01660,Housing,Housing Board,Medium,Kannur,0,2024-01-31,2,14,29,326,0,10,14,1,0,Resolved,41
KL2023-01661,Education,Education Department,Medium,Idukki,0,2023-11-19,6,1,35,338,0,10,14,1,0,Resolved,46
KL2023-01662,Education,Education Department,Low,Kollam,1,2023-03-10,4,20,6,366,0,15,8,0,0,Resolved,11
KL2023-01663,Sanitation,Municipality,High,Palakkad,0,2023-02-18,5,2,35,325,0,5,3,0,0,Resolved,44
KL2023-01664,Education,Education Department,Low,Malappuram,0,2022-04-02,5,19,66,96,0,15,15,0,0,Resolved,35
KL2023-01665,Housing,Housing Board,High,Idukki,1,2022-07-10,6,10,6,415,0,5,6,1,1,Closed,41
KL2023-01666,Social Security,Social Welfare,Low,Palakkad,1,2023-02-04,5,11,55,793,0,15,21,1,1,Closed,44
KL2023-01667,Healthcare,Health Department,High,Wayanad,1,2022-07-19,1,11,57,565,0,5,6,1,0,Resolved,39
KL2023-01668,Healthcare,Health Department,Low,Thiruvananthapuram,1,2024-02-22,3,16,80,88,0,15,14,0,0,Resolved,38
KL2023-01669,Revenue,Revenue Department,Medium,Pathanamthitta,0,2022-11-07,0,15,15,690,0,10,6,0,0,Resolved,28
KL2023-01670,Education,Education Department,Critical,Wayanad,1,2023-04-20,3,7,23,785,0,2,1,0,0,Resolved,42
KL2023-01671,Healthcare,Health Department,Medium,Palakkad,1,2024-11-23,5,20,71,399,0,10,9,0,0,Resolved,30
KL2023-01672,Water Supply,Kerala Water Authority,Medium,Kannur,0,2022-09-26,0,11,42,418,0,10,10,0,0,Resolved,32
KL2023-01673,Social Security,Social Welfare,Critical,Thiruvananthapuram,1,2024-03-04,0,8,31,675,0,2,2,0,0,Resolved,47
KL2023-01674,Education,Education Department,High,Pathanamthitta,0,2024-10-15,1,4,6,196,0,5,4,0,0,Resolved,34
KL2023-01675,Revenue,Revenue Department,Medium,Palakkad,1,2022-06-28,1,16,17,515,0,10,7,0,0,Resolved,27
KL2023-01676,Public Works,PWD,High,Pathanamthitta,1,2023-08-29,1,6,13,336,0,5,8,1,1,Closed,52
KL2023-01677,Public Works,PWD,Medium,Kollam,1,2022-05-26,3,6,63,314,0,10,24,1,1,Closed,68
KL2023-01678,Revenue,Revenue Department,Medium,Kannur,0,2024-06-24,0,5,20,632,0,10,10,0,0,Resolved,42
KL2023-01679,Water Supply,Kerala Water Authority,High,Thiruvananthapuram,0,2024-01-15,0,10,56,468,0,5,5,0,0,Resolved,42
KL2023-01680,Healthcare,Health Department,High,Thrissur,1,2024-01-22,0,17,45,432,0,5,1,0,0,Resolved,27
KL2023-01681,Education,Education Department,Low,Kozhikode,1,2024-04-26,4,17,62,319,0,15,12,0,0,Resolved,36
KL2023-01682,Housing,Housing Board,Medium,Malappuram,0,2022-04-27,2,8,76,58,0,10,21,1,0,Resolved,66
KL2023-01683,Education,Education Department,High,Kottayam,0,2024-02-09,4,6,77,458,0,5,7,1,1,Closed,58
